연도,시도,시군구,지표명,국민보험 가입자,이용환자 수,지표값(퍼센트)
2011,경상북도,경산시,치매의료이용률,112852,1631,1.45
2011,경상북도,군위군,치매의료이용률,17157,392,2.28
2011,경상북도,의성군,치매의료이용률,39145,962,2.46
2011,경상북도,청송군,치매의료이용률,17825,403,2.26
2011,경상북도,영양군,치매의료이용률,12264,274,2.23
2011,경상북도,영덕군,치매의료이용률,26830,607,2.26
2011,경상북도,청도군,치매의료이용률,28610,774,2.71
2011,경상북도,고령군,치매의료이용률,21058,442,2.1
2011,경상북도,성주군,치매의료이용률,28255,590,2.09
2011,경상북도,칠곡군,치매의료이용률,51145,784,1.53
2011,경상북도,예천군,치매의료이용률,29695,652,2.2
2011,경상북도,봉화군,치매의료이용률,21905,424,1.94
2011,경상북도,울진군,치매의료이용률,30857,739,2.39
2011,경상북도,울릉군,치매의료이용률,6265,74,1.18
2011,경상남도,창원시 의창구,치매의료이용률,113403,1773,1.56
2011,경상남도,창원시 성산구,치매의료이용률,104251,1054,1.01
2011,경상남도,창원시 마산합포구,치매의료이용률,96175,1907,1.98
2011,경상남도,창원시 마산회원구,치매의료이용률,106356,1524,1.43
2011,경상남도,창원시 진해구,치매의료이용률,68466,1094,1.6
2011,경상남도,진주시,치매의료이용률,155529,2113,1.36
2011,경상남도,통영시,치매의료이용률,68278,1068,1.56
2011,경상남도,사천시,치매의료이용률,57454,1233,2.15
2011,경상남도,김해시,치매의료이용률,216588,2797,1.29
2011,경상남도,밀양시,치매의료이용률,63417,1188,1.87
2011,경상남도,거제시,치매의료이용률,92723,1262,1.36
2011,경상남도,양산시,치매의료이용률,118118,1298,1.1
2011,경상남도,의령군,치매의료이용률,19508,724,3.71
2011,경상남도,함안군,치매의료이용률,36417,1271,3.49
2011,경상남도,창녕군,치매의료이용률,38035,1082,2.84
2011,경상남도,고성군,치매의료이용률,33643,785,2.33
2011,경상남도,남해군,치매의료이용률,31787,1050,3.3
2011,경상남도,하동군,치매의료이용률,31220,841,2.69
2011,경상남도,산청군,치매의료이용률,23002,581,2.53
2011,경상남도,함양군,치매의료이용률,25446,644,2.53
2011,경상남도,거창군,치매의료이용률,35450,747,2.11
2011,경상남도,합천군,치매의료이용률,33330,873,2.62
2011,제주특별자치도,제주시,치매의료이용률,181671,2470,1.36
2011,제주특별자치도,서귀포시,치매의료이용률,76417,1730,2.26
2012,서울특별시,종로구,치매의료이용률,86718,1122,1.29
2012,서울특별시,중구,치매의료이용률,70617,886,1.25
2012,서울특별시,용산구,치매의료이용률,120360,1530,1.27
2012,서울특별시,성동구,치매의료이용률,145184,1783,1.23
2012,서울특별시,광진구,치매의료이용률,171084,1707,1
2012,서울특별시,동대문구,치매의료이용률,180720,1991,1.1
2012,서울특별시,중랑구,치매의료이용률,209126,2260,1.08
2012,서울특별시,성북구,치매의료이용률,232177,2588,1.11
2012,서울특별시,강북구,치매의료이용률,174694,1968,1.13
2012,서울특별시,도봉구,치매의료이용률,181905,2070,1.14
2012,서울특별시,노원구,치매의료이용률,286930,3779,1.32
2012,서울특별시,은평구,치매의료이용률,239502,2942,1.23
2012,서울특별시,서대문구,치매의료이용률,155402,1883,1.21
2012,서울특별시,마포구,치매의료이용률,179929,1938,1.08
2012,서울특별시,양천구,치매의료이용률,238927,2412,1.01
2012,서울특별시,강서구,치매의료이용률,265446,2887,1.09
2012,서울특별시,구로구,치매의료이용률,204568,1979,0.97
2012,서울특별시,금천구,치매의료이용률,122667,1224,1
2012,서울특별시,영등포구,치매의료이용률,196402,2463,1.25
2012,서울특별시,동작구,치매의료이용률,186113,2274,1.22
2012,서울특별시,관악구,치매의료이용률,233417,2422,1.04
2012,서울특별시,서초구,치매의료이용률,201506,1981,0.98
2012,서울특별시,강남구,치매의료이용률,260122,2538,0.98
2012,서울특별시,송파구,치매의료이용률,311549,2670,0.86
2012,서울특별시,강동구,치매의료이용률,231559,2056,0.89
2012,부산광역시,중구,치매의료이용률,28178,572,2.03
2012,부산광역시,서구,치매의료이용률,70047,1412,2.02
2012,부산광역시,동구,치매의료이용률,57521,1136,1.97
2012,부산광역시,영도구,치매의료이용률,80931,1492,1.84
2012,부산광역시,부산진구,치매의료이용률,202465,3055,1.51
2012,부산광역시,동래구,치매의료이용률,145682,1990,1.37
2012,부산광역시,남구,치매의료이용률,151757,2178,1.44
2012,부산광역시,북구,치매의료이용률,153897,1954,1.27
2012,부산광역시,해운대구,치매의료이용률,213043,2872,1.35
2012,부산광역시,사하구,치매의료이용률,178252,2894,1.62
2012,부산광역시,금정구,치매의료이용률,133549,2036,1.52
2012,부산광역시,강서구,치매의료이용률,35351,636,1.8
2012,부산광역시,연제구,치매의료이용률,110287,1625,1.47
2012,부산광역시,수영구,치매의료이용률,94326,1554,1.65
2012,부산광역시,사상구,치매의료이용률,128184,1439,1.12
2012,부산광역시,기장군,치매의료이용률,54275,889,1.64
2012,대구광역시,중구,치매의료이용률,41907,769,1.84
2012,대구광역시,동구,치매의료이용률,170792,2938,1.72
2012,대구광역시,서구,치매의료이용률,118122,1727,1.46
2012,대구광역시,남구,치매의료이용률,89636,1347,1.5
2012,대구광역시,북구,치매의료이용률,208353,2625,1.26
2012,대구광역시,수성구,치매의료이용률,223192,2940,1.32
2012,대구광역시,달서구,치매의료이용률,283766,3293,1.16
2012,대구광역시,달성군,치매의료이용률,85919,1459,1.7
2012,인천광역시,중구,치매의료이용률,48427,695,1.44
2012,인천광역시,동구,치매의료이용률,39982,591,1.48
2012,인천광역시,남구,치매의료이용률,205053,2174,1.06
2012,인천광역시,연수구,치매의료이용률,132628,1285,0.97
2012,인천광역시,남동구,치매의료이용률,227827,2122,0.93
2012,인천광역시,부평구,치매의료이용률,262252,2886,1.1
2012,인천광역시,계양구,치매의료이용률,155201,1527,0.98
2012,인천광역시,서구,치매의료이용률,195026,1889,0.97
2012,인천광역시,강화군,치매의료이용률,42646,857,2.01
2012,인천광역시,옹진군,치매의료이용률,11136,173,1.55
2012,광주광역시,동구,치매의료이용률,54980,1103,2.01
2012,광주광역시,서구,치매의료이용률,138555,2271,1.64
2012,광주광역시,남구,치매의료이용률,102959,1914,1.86
2012,광주광역시,북구,치매의료이용률,200601,3111,1.55
2012,광주광역시,광산구,치매의료이용률,146307,2513,1.72
2012,대전광역시,동구,치매의료이용률,120591,1878,1.56
2012,대전광역시,중구,치매의료이용률,128441,1958,1.52
2012,대전광역시,서구,치매의료이용률,218031,2652,1.22
2012,대전광역시,유성구,치매의료이용률,116940,1462,1.25
2012,대전광역시,대덕구,치매의료이용률,95886,1264,1.32
2012,울산광역시,중구,치매의료이용률,114923,1195,1.04
2012,울산광역시,남구,치매의료이용률,161744,1311,0.81
2012,울산광역시,동구,치매의료이용률,77163,691,0.9
2012,울산광역시,북구,치매의료이용률,76786,676,0.88
2012,울산광역시,울주군,치매의료이용률,100859,1341,1.33
2012,경기도,수원시 장안구,치매의료이용률,130274,1418,1.09
2012,경기도,수원시 권선구,치매의료이용률,138037,1222,0.89
2012,경기도,수원시 팔달구,치매의료이용률,97980,1107,1.13
2012,경기도,수원시 영통구,치매의료이용률,102406,816,0.8
2012,경기도,성남시 수정구,치매의료이용률,111323,1181,1.06
2012,경기도,성남시 중원구,치매의료이용률,120410,1460,1.21
2012,경기도,성남시 분당구,치매의료이용률,222682,2775,1.25
2012,경기도,의정부시,치매의료이용률,205498,2500,1.22
2012,경기도,안양시 만안구,치매의료이용률,126246,1425,1.13
2012,경기도,안양시 동안구,치매의료이용률,159773,1480,0.93
2012,경기도,부천시 원미구,치매의료이용률,202356,2115,1.05
2012,경기도,부천시 소사구,치매의료이용률,107726,1323,1.23
2012,경기도,부천시 오정구,치매의료이용률,91770,1034,1.13
2012,경기도,광명시,치매의료이용률,156968,1748,1.11
2012,경기도,평택시,치매의료이용률,194920,2362,1.21
2012,경기도,동두천시,치매의료이용률,47685,778,1.63
2012,경기도,안산시 상록구,치매의료이용률,167580,1387,0.83
2012,경기도,안산시 단원구,치매의료이용률,154542,1245,0.81
2012,경기도,고양시 덕양구,치매의료이용률,187878,2394,1.27
2012,경기도,고양시 일산동구,치매의료이용률,131943,1625,1.23
2012,경기도,고양시 일산서구,치매의료이용률,137171,1601,1.17
2012,경기도,과천시,치매의료이용률,34864,611,1.75
2012,경기도,구리시,치매의료이용률,90101,892,0.99
2012,경기도,남양주시,치매의료이용률,266758,2752,1.03
2012,경기도,오산시,치매의료이용률,73752,764,1.04
2012,경기도,시흥시,치매의료이용률,178156,1662,0.93
2012,경기도,군포시,치매의료이용률,127789,1228,0.96
2012,경기도,의왕시,치매의료이용률,69600,671,0.96
2012,경기도,하남시,치매의료이용률,72726,814,1.12
2012,경기도,용인시 처인구,치매의료이용률,99226,1056,1.06
2012,경기도,용인시 기흥구,치매의료이용률,156246,1665,1.07
2012,경기도,용인시 수지구,치매의료이용률,142842,1465,1.03
2012,경기도,파주시,치매의료이용률,173464,2459,1.42
2012,경기도,이천시,치매의료이용률,92153,1085,1.18
2012,경기도,안성시,치매의료이용률,87723,1076,1.23
2012,경기도,김포시,치매의료이용률,127356,1311,1.03
2012,경기도,화성시,치매의료이용률,216495,2137,0.99
2012,경기도,광주시,치매의료이용률,126175,1165,0.92
2012,경기도,양주시,치매의료이용률,95614,1108,1.16
2012,경기도,포천시,치매의료이용률,83742,964,1.15
2012,경기도,여주군,치매의료이용률,57528,824,1.43
2012,경기도,연천군,치매의료이용률,24870,502,2.02
2012,경기도,가평군,치매의료이용률,33876,557,1.64
2012,경기도,양평군,치매의료이용률,57211,1094,1.91
2012,강원도,춘천시,치매의료이용률,130172,2167,1.66
2012,강원도,원주시,치매의료이용률,149133,1384,0.93
2012,강원도,강릉시,치매의료이용률,109052,1467,1.35
2012,강원도,동해시,치매의료이용률,46264,710,1.53
2012,강원도,태백시,치매의료이용률,25430,324,1.27
2012,강원도,속초시,치매의료이용률,42297,608,1.44
2012,강원도,삼척시,치매의료이용률,37637,621,1.65
2012,강원도,홍천군,치매의료이용률,37979,554,1.46
2012,강원도,횡성군,치매의료이용률,26273,333,1.27
2012,강원도,영월군,치매의료이용률,23446,391,1.67
2012,강원도,평창군,치매의료이용률,25173,295,1.17
2012,강원도,정선군,치매의료이용률,22233,316,1.42
2012,강원도,철원군,치매의료이용률,22804,365,1.6
2012,강원도,화천군,치매의료이용률,11338,235,2.07
2012,강원도,양구군,치매의료이용률,10496,240,2.29
2012,강원도,인제군,치매의료이용률,14747,176,1.19
2012,강원도,고성군,치매의료이용률,16829,286,1.7
2012,강원도,양양군,치매의료이용률,15821,234,1.48
2012,충청북도,청주시 상당구,치매의료이용률,109228,1245,1.14
2012,충청북도,청주시 흥덕구,치매의료이용률,176385,1883,1.07
2012,충청북도,충주시,치매의료이용률,106318,1514,1.42
2012,충청북도,제천시,치매의료이용률,73269,1216,1.66
2012,충청북도,청원군,치매의료이용률,75408,1310,1.74
2012,충청북도,보은군,치매의료이용률,22093,616,2.79
2012,충청북도,옥천군,치매의료이용률,31138,739,2.37
2012,충청북도,영동군,치매의료이용률,30245,1008,3.33
2012,충청북도,증평군,치매의료이용률,16124,311,1.93
2012,충청북도,진천군,치매의료이용률,33443,718,2.15
2012,충청북도,괴산군,치매의료이용률,24497,621,2.54
2012,충청북도,음성군,치매의료이용률,50781,784,1.54
2012,충청북도,단양군,치매의료이용률,19183,410,2.14
2012,충청남도,천안시 동남구,치매의료이용률,113727,1360,1.2
2012,충청남도,천안시 서북구,치매의료이용률,126732,1186,0.94
2012,충청남도,공주시,치매의료이용률,67178,1368,2.04
2012,충청남도,보령시,치매의료이용률,58548,1271,2.17
2012,충청남도,아산시,치매의료이용률,117386,1517,1.29
2012,충청남도,서산시,치매의료이용률,78694,1221,1.55
2012,충청남도,논산시,치매의료이용률,68915,1824,2.65
2012,충청남도,계룡시,치매의료이용률,13570,194,1.43
2012,충청남도,당진시,치매의료이용률,76200,1906,2.5
2012,충청남도,금산군,치매의료이용률,33350,1067,3.2
2012,충청남도,연기군,치매의료이용률,42455,999,2.35
2012,충청남도,부여군,치매의료이용률,45039,1273,2.83
2012,충청남도,서천군,치매의료이용률,37472,1054,2.81
2012,충청남도,청양군,치매의료이용률,20253,593,2.93
2012,충청남도,홍성군,치매의료이용률,49851,1265,2.54
2012,충청남도,예산군,치매의료이용률,50887,1054,2.07
2012,충청남도,태안군,치매의료이용률,38072,630,1.65
2012,전라북도,전주시 완산구,치매의료이용률,164338,3833,2.33
2012,전라북도,전주시 덕진구,치매의료이용률,126026,2306,1.83
2012,전라북도,군산시,치매의료이용률,132636,2958,2.23
2012,전라북도,익산시,치매의료이용률,149448,2833,1.9
2012,전라북도,정읍시,치매의료이용률,65903,1810,2.75
2012,전라북도,남원시,치매의료이용률,47873,1352,2.82
2012,전라북도,김제시,치매의료이용률,55000,1768,3.21
2012,전라북도,완주군,치매의료이용률,44628,1068,2.39
2012,전라북도,진안군,치매의료이용률,17087,627,3.67
2012,전라북도,무주군,치매의료이용률,15760,460,2.92
2012,전라북도,장수군,치매의료이용률,14484,528,3.65
2012,전라북도,임실군,치매의료이용률,19151,652,3.4
2012,전라북도,순창군,치매의료이용률,18236,753,4.13
2012,전라북도,고창군,치매의료이용률,37369,1419,3.8
2012,전라북도,부안군,치매의료이용률,35811,1400,3.91
2012,전라남도,목포시,치매의료이용률,110655,2316,2.09
2012,전라남도,여수시,치매의료이용률,146368,2650,1.81
2012,전라남도,순천시,치매의료이용률,127837,2229,1.74
2012,전라남도,나주시,치매의료이용률,53193,1719,3.23
2012,전라남도,광양시,치매의료이용률,68125,1013,1.49
2012,전라남도,담양군,치매의료이용률,28935,841,2.91
2012,전라남도,곡성군,치매의료이용률,19622,639,3.26
2012,전라남도,구례군,치매의료이용률,16728,653,3.9
2012,전라남도,고흥군,치매의료이용률,48336,1536,3.18
2012,전라남도,보성군,치매의료이용률,29771,1104,3.71
2012,전라남도,화순군,치매의료이용률,38015,1649,4.34
2012,전라남도,장흥군,치매의료이용률,25978,1097,4.22
2012,전라남도,강진군,치매의료이용률,24335,803,3.3
2012,전라남도,해남군,치매의료이용률,48038,1445,3.01
2012,전라남도,영암군,치매의료이용률,33365,876,2.63
2012,전라남도,무안군,치매의료이용률,40339,1144,2.84
2012,전라남도,함평군,치매의료이용률,22889,995,4.35
2012,전라남도,영광군,치매의료이용률,32969,1358,4.12
2012,전라남도,장성군,치매의료이용률,26534,909,3.43
2012,전라남도,완도군,치매의료이용률,33178,1039,3.13
2012,전라남도,진도군,치매의료이용률,21166,678,3.2
2012,전라남도,신안군,치매의료이용률,28598,893,3.12
2012,경상북도,포항시 남구,치매의료이용률,125379,1585,1.26
2012,경상북도,포항시 북구,치매의료이용률,133829,1970,1.47
2012,경상북도,경주시,치매의료이용률,142188,2925,2.06
2012,경상북도,김천시,치매의료이용률,73058,1492,2.04
2012,경상북도,안동시,치매의료이용률,91184,2013,2.21
2012,경상북도,구미시,치매의료이용률,162453,2164,1.33
2012,경상북도,영주시,치매의료이용률,63571,1127,1.77
2012,경상북도,영천시,치매의료이용률,60352,1327,2.2
2012,경상북도,상주시,치매의료이용률,62473,1360,2.18
2012,경상북도,문경시,치매의료이용률,44294,1066,2.41
2012,경상북도,경산시,치매의료이용률,117626,1925,1.64
2012,경상북도,군위군,치매의료이용률,17144,453,2.64
2012,경상북도,의성군,치매의료이용률,39137,1195,3.05
2012,경상북도,청송군,치매의료이용률,18038,435,2.41
2012,경상북도,영양군,치매의료이용률,12351,334,2.7
2012,경상북도,영덕군,치매의료이용률,26993,734,2.72
2012,경상북도,청도군,치매의료이용률,29044,979,3.37
2012,경상북도,고령군,치매의료이용률,21842,544,2.49
2012,경상북도,성주군,치매의료이용률,28868,721,2.5
2012,경상북도,칠곡군,치매의료이용률,53039,985,1.86
2012,경상북도,예천군,치매의료이용률,29656,860,2.9
2012,경상북도,봉화군,치매의료이용률,22142,528,2.38
2012,경상북도,울진군,치매의료이용률,31173,839,2.69
2012,경상북도,울릉군,치매의료이용률,6444,87,1.35
2012,경상남도,창원시 의창구,치매의료이용률,117969,2012,1.71
2012,경상남도,창원시 성산구,치매의료이용률,106101,1222,1.15
2012,경상남도,창원시 마산합포구,치매의료이용률,97877,2206,2.25
2012,경상남도,창원시 마산회원구,치매의료이용률,108291,1758,1.62
2012,경상남도,창원시 진해구,치매의료이용률,71549,1333,1.86
2012,경상남도,진주시,치매의료이용률,159701,2600,1.63
2012,경상남도,통영시,치매의료이용률,69730,1324,1.9
2012,경상남도,사천시,치매의료이용률,58888,1426,2.42
2012,경상남도,김해시,치매의료이용률,225739,3280,1.45
2012,경상남도,밀양시,치매의료이용률,64319,1467,2.28
2012,경상남도,거제시,치매의료이용률,97725,1412,1.44
2012,경상남도,양산시,치매의료이용률,124424,1517,1.22
2012,경상남도,의령군,치매의료이용률,19672,767,3.9
2012,경상남도,함안군,치매의료이용률,37278,1293,3.47
2012,경상남도,창녕군,치매의료이용률,38860,1265,3.26
2012,경상남도,고성군,치매의료이용률,34327,1116,3.25
2012,경상남도,남해군,치매의료이용률,32561,1270,3.9
2012,경상남도,하동군,치매의료이용률,32840,997,3.04
2012,경상남도,산청군,치매의료이용률,23471,708,3.02
2012,경상남도,함양군,치매의료이용률,25853,720,2.78
2012,경상남도,거창군,치매의료이용률,35956,850,2.36
2012,경상남도,합천군,치매의료이용률,33669,1070,3.18
2012,제주특별자치도,제주시,치매의료이용률,189219,2939,1.55
2012,제주특별자치도,서귀포시,치매의료이용률,78774,2046,2.6
2013,서울특별시,종로구,치매의료이용률,87275,1273,1.46
2013,서울특별시,중구,치매의료이용률,71686,1012,1.41
2013,서울특별시,용산구,치매의료이용률,121603,1662,1.37
2013,서울특별시,성동구,치매의료이용률,147416,1983,1.35
2013,서울특별시,광진구,치매의료이용률,175155,1930,1.1
2013,서울특별시,동대문구,치매의료이용률,183677,2413,1.31
2013,서울특별시,중랑구,치매의료이용률,212273,2634,1.24
2013,서울특별시,성북구,치매의료이용률,236803,3057,1.29
2013,서울특별시,강북구,치매의료이용률,177871,2338,1.31
2013,서울특별시,도봉구,치매의료이용률,184759,2458,1.33
2013,서울특별시,노원구,치매의료이용률,289666,4206,1.45
2013,서울특별시,은평구,치매의료이용률,248432,3437,1.38
2013,서울특별시,서대문구,치매의료이용률,158401,2127,1.34
2013,서울특별시,마포구,치매의료이용률,182659,2226,1.22
2013,서울특별시,양천구,치매의료이용률,242163,2777,1.15
2013,서울특별시,강서구,치매의료이용률,270594,3276,1.21
2013,서울특별시,구로구,치매의료이용률,210742,2162,1.03
2013,서울특별시,금천구,치매의료이용률,126340,1428,1.13
2013,서울특별시,영등포구,치매의료이용률,199451,2728,1.37
2013,서울특별시,동작구,치매의료이용률,192072,2613,1.36
2013,서울특별시,관악구,치매의료이용률,238585,2893,1.21
2013,서울특별시,서초구,치매의료이용률,205716,2270,1.1
2013,서울특별시,강남구,치매의료이용률,264106,2774,1.05
2013,서울특별시,송파구,치매의료이용률,313874,3012,0.96
2013,서울특별시,강동구,치매의료이용률,233749,2364,1.01
2013,부산광역시,중구,치매의료이용률,28446,626,2.2
2013,부산광역시,서구,치매의료이용률,69826,1520,2.18
2013,부산광역시,동구,치매의료이용률,57710,1341,2.32
2013,부산광역시,영도구,치매의료이용률,80974,1790,2.21
2013,부산광역시,부산진구,치매의료이용률,205159,3564,1.74
2013,부산광역시,동래구,치매의료이용률,146312,2253,1.54
2013,부산광역시,남구,치매의료이용률,153387,2595,1.69
2013,부산광역시,북구,치매의료이용률,159082,2246,1.41
2013,부산광역시,해운대구,치매의료이용률,219061,3400,1.55
2013,부산광역시,사하구,치매의료이용률,180567,3286,1.82
2013,부산광역시,금정구,치매의료이용률,136069,2450,1.8
2013,부산광역시,강서구,치매의료이용률,35944,706,1.96
2013,부산광역시,연제구,치매의료이용률,111938,1921,1.72
2013,부산광역시,수영구,치매의료이용률,96083,1774,1.85
2013,부산광역시,사상구,치매의료이용률,129075,1664,1.29
2013,부산광역시,기장군,치매의료이용률,57665,1183,2.05
2013,대구광역시,중구,치매의료이용률,41946,912,2.17
2013,대구광역시,동구,치매의료이용률,175811,3526,2.01
2013,대구광역시,서구,치매의료이용률,119687,2034,1.7
2013,대구광역시,남구,치매의료이용률,91412,1588,1.74
2013,대구광역시,북구,치매의료이용률,213550,3190,1.49
2013,대구광역시,수성구,치매의료이용률,227400,3576,1.57
2013,대구광역시,달서구,치매의료이용률,291033,3677,1.26
2013,대구광역시,달성군,치매의료이용률,89378,1691,1.89
2013,인천광역시,중구,치매의료이용률,51783,835,1.61
2013,인천광역시,동구,치매의료이용률,39975,671,1.68
2013,인천광역시,남구,치매의료이용률,207920,2611,1.26
2013,인천광역시,연수구,치매의료이용률,137149,1508,1.1
2013,인천광역시,남동구,치매의료이용률,235974,2491,1.06
2013,인천광역시,부평구,치매의료이용률,267736,3458,1.29
2013,인천광역시,계양구,치매의료이용률,158326,1762,1.11
2013,인천광역시,서구,치매의료이용률,212848,2388,1.12
2013,인천광역시,강화군,치매의료이용률,43343,1049,2.42
2013,인천광역시,옹진군,치매의료이용률,11600,202,1.74
2013,광주광역시,동구,치매의료이용률,55550,1267,2.28
2013,광주광역시,서구,치매의료이용률,142045,2566,1.81
2013,광주광역시,남구,치매의료이용률,105214,2131,2.03
2013,광주광역시,북구,치매의료이용률,205948,3541,1.72
2013,광주광역시,광산구,치매의료이용률,154602,2840,1.84
2013,대전광역시,동구,치매의료이용률,123661,2284,1.85
2013,대전광역시,중구,치매의료이용률,131144,2280,1.74
2013,대전광역시,서구,치매의료이용률,222710,3079,1.38
2013,대전광역시,유성구,치매의료이용률,125201,1662,1.33
2013,대전광역시,대덕구,치매의료이용률,98513,1450,1.47
2013,울산광역시,중구,치매의료이용률,117847,1319,1.12
2013,울산광역시,남구,치매의료이용률,167032,1514,0.91
2013,울산광역시,동구,치매의료이용률,79317,729,0.92
2013,울산광역시,북구,치매의료이용률,79425,825,1.04
2013,울산광역시,울주군,치매의료이용률,104819,1621,1.55
2013,세종특별자치시,세종시,치매의료이용률,56879,1273,2.24
2013,경기도,수원시 장안구,치매의료이용률,134217,1673,1.25
2013,경기도,수원시 권선구,치매의료이용률,145946,1477,1.01
2013,경기도,수원시 팔달구,치매의료이용률,100050,1291,1.29
2013,경기도,수원시 영통구,치매의료이용률,113640,919,0.81
2013,경기도,성남시 수정구,치매의료이용률,114648,1402,1.22
2013,경기도,성남시 중원구,치매의료이용률,123022,1713,1.39
2013,경기도,성남시 분당구,치매의료이용률,228255,3013,1.32
2013,경기도,의정부시,치매의료이용률,210277,2934,1.4
2013,경기도,안양시 만안구,치매의료이용률,124765,1479,1.19
2013,경기도,안양시 동안구,치매의료이용률,165689,1649,1
2013,경기도,부천시 원미구,치매의료이용률,207557,2559,1.23
2013,경기도,부천시 소사구,치매의료이용률,110541,1539,1.39
2013,경기도,부천시 오정구,치매의료이용률,93562,1219,1.3
2013,경기도,광명시,치매의료이용률,162123,2080,1.28
2013,경기도,평택시,치매의료이용률,202326,2877,1.42
2013,경기도,동두천시,치매의료이용률,49259,953,1.93
2013,경기도,안산시 상록구,치매의료이용률,173461,1662,0.96
2013,경기도,안산시 단원구,치매의료이용률,159592,1455,0.91
2013,경기도,고양시 덕양구,치매의료이용률,195016,2784,1.43
2013,경기도,고양시 일산동구,치매의료이용률,136869,1949,1.42
2013,경기도,고양시 일산서구,치매의료이용률,141036,1886,1.34
2013,경기도,과천시,치매의료이용률,35236,680,1.93
2013,경기도,구리시,치매의료이용률,91507,946,1.03
2013,경기도,남양주시,치매의료이용률,283676,3149,1.11
2013,경기도,오산시,치매의료이용률,78589,867,1.1
2013,경기도,시흥시,치매의료이용률,184001,1908,1.04
2013,경기도,군포시,치매의료이용률,131695,1379,1.05
2013,경기도,의왕시,치매의료이용률,73335,780,1.06
2013,경기도,하남시,치매의료이용률,73463,889,1.21
2013,경기도,용인시 처인구,치매의료이용률,102551,1228,1.2
2013,경기도,용인시 기흥구,치매의료이용률,164909,1868,1.13
2013,경기도,용인시 수지구,치매의료이용률,151067,1636,1.08
2013,경기도,파주시,치매의료이용률,183413,2942,1.6
2013,경기도,이천시,치매의료이용률,94676,1263,1.33
2013,경기도,안성시,치매의료이용률,90651,1278,1.41
2013,경기도,김포시,치매의료이용률,141179,1652,1.17
2013,경기도,화성시,치매의료이용률,226055,2392,1.06
2013,경기도,광주시,치매의료이용률,133440,1374,1.03
2013,경기도,양주시,치매의료이용률,98573,1211,1.23
2013,경기도,포천시,치매의료이용률,85385,1135,1.33
2013,경기도,여주군,치매의료이용률,58852,1003,1.7
2013,경기도,연천군,치매의료이용률,25155,577,2.29
2013,경기도,가평군,치매의료이용률,35128,661,1.88
2013,경기도,양평군,치매의료이용률,59740,1256,2.1
2013,강원도,춘천시,치매의료이용률,132829,2404,1.81
2013,강원도,원주시,치매의료이용률,154346,1580,1.02
2013,강원도,강릉시,치매의료이용률,111661,1605,1.44
2013,강원도,동해시,치매의료이용률,46852,929,1.98
2013,강원도,태백시,치매의료이용률,25754,394,1.53
2013,강원도,속초시,치매의료이용률,43120,679,1.57
2013,강원도,삼척시,치매의료이용률,38280,834,2.18
2013,강원도,홍천군,치매의료이용률,38732,689,1.78
2013,강원도,횡성군,치매의료이용률,27036,399,1.48
2013,강원도,영월군,치매의료이용률,23886,485,2.03
2013,강원도,평창군,치매의료이용률,25769,321,1.25
2013,강원도,정선군,치매의료이용률,22499,346,1.54
2013,강원도,철원군,치매의료이용률,23108,427,1.85
2013,강원도,화천군,치매의료이용률,11528,264,2.29
2013,강원도,양구군,치매의료이용률,10791,284,2.63
2013,강원도,인제군,치매의료이용률,15060,232,1.54
2013,강원도,고성군,치매의료이용률,16919,316,1.87
2013,강원도,양양군,치매의료이용률,16184,286,1.77
2013,충청북도,청주시 상당구,치매의료이용률,111969,1426,1.27
2013,충청북도,청주시 흥덕구,치매의료이용률,183585,2091,1.14
2013,충청북도,충주시,치매의료이용률,108928,1782,1.64
2013,충청북도,제천시,치매의료이용률,74720,1364,1.83
2013,충청북도,청원군,치매의료이용률,74275,1398,1.88
2013,충청북도,보은군,치매의료이용률,22273,680,3.05
2013,충청북도,옥천군,치매의료이용률,31696,909,2.87
2013,충청북도,영동군,치매의료이용률,30742,1168,3.8
2013,충청북도,증평군,치매의료이용률,16597,328,1.98
2013,충청북도,진천군,치매의료이용률,34498,908,2.63
2013,충청북도,괴산군,치매의료이용률,24963,732,2.93
2013,충청북도,음성군,치매의료이용률,52688,897,1.7
2013,충청북도,단양군,치매의료이용률,19420,451,2.32
2013,충청남도,천안시 동남구,치매의료이용률,118882,1580,1.33
2013,충청남도,천안시 서북구,치매의료이용률,131885,1405,1.07
2013,충청남도,공주시,치매의료이용률,64324,1522,2.37
2013,충청남도,보령시,치매의료이용률,59559,1487,2.5
2013,충청남도,아산시,치매의료이용률,122538,1816,1.48
2013,충청남도,서산시,치매의료이용률,81350,1623,2
2013,충청남도,논산시,치매의료이용률,70101,2033,2.9
2013,충청남도,계룡시,치매의료이용률,13933,210,1.51
2013,충청남도,당진시,치매의료이용률,79588,2513,3.16
2013,충청남도,금산군,치매의료이용률,33812,1299,3.84
2013,충청남도,부여군,치매의료이용률,45305,1589,3.51
2013,충청남도,서천군,치매의료이용률,37667,1283,3.41
2013,충청남도,청양군,치매의료이용률,20605,730,3.54
2013,충청남도,홍성군,치매의료이용률,50770,1367,2.69
2013,충청남도,예산군,치매의료이용률,51595,1233,2.39
2013,충청남도,태안군,치매의료이용률,38647,735,1.9
2013,전라북도,전주시 완산구,치매의료이용률,169454,4472,2.64
2013,전라북도,전주시 덕진구,치매의료이용률,130161,2903,2.23
2013,전라북도,군산시,치매의료이용률,136849,3500,2.56
2013,전라북도,익산시,치매의료이용률,152268,3326,2.18
