치매센터명,치매센터유형,소재지도로명주소,소재지지번주소,위도,경도,설립연월,건축물면적,부대시설정보,의사인원수,간호사인원수,사회복지사인원수,기타인원현황,운영기관명,운영기관대표자명,운영기관전화번호,운영위탁일자,주요치매관리프로그램소개,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
무안군치매안심센터,치매안심센터,전라남도 무안군 무안읍 불무로 38-9,전라남도 무안군 무안읍 교촌리 127-10,34.98830267,126.4735676,2021-12,310.4,,0,7,2,5,무안군,박홍근,061-450-5067,2018-12-26,"치매조기검진, 상담 및 등록관리, 프로그램운영 등",061-450-5067,전라남도 무안군,2021-10-15,6460000,전라남도
함평군치매안심센터,치매안심센터,전라남도 함평군 함평읍 중앙길 54-8,전라남도 함평군 함평읍 기각리 253,35.0618959,126.524249,2021-10,383,,1,11,1,2,함평군,정명희,061-320-2507,2018-10-05,"치매조기검진, 쉼터운영 등",061-320-2507,전라남도 함평군,2021-10-15,6460000,전라남도
통영시 치매센터,치매안심센터,경상남도 통영시 안개4길 102(무전동),경상남도 통영시 무전동 401-1,34.85979047,128.4323385,2019-09,310.77,사무실,0,8,1,8,경상남도 통영시,강석주,055-650-6100,,"조기치매검진, 치매환자상담및등록관리, 고위험군집중검진및등록관리, 파트너선도단체양성, 인식개선및홍보, 사례관리운영, 인지강화교실운영, 쉼터운영, 기족교실운영, 치매환자실종예방, 관리비지원, 정밀진단비지원",055-650-6092,경상남도 통영시,2022-01-21,5330000,경상남도 통영시
철원군 치매안심센터,치매안심센터,강원도 철원군 갈말읍 군탄로 16,강원도 철원군 갈말읍 군탄리 960-2,38.1481314,127.3025602,2020-12,381,사무실+프로그램실+회의실+상담실+검진실+가족카페,0,3,3,7,철원군 보건소,심인구,033-450-5550,,치매상담 및 등록치매조기검진사업치매예방교실치매환자쉼터치매가족교실치매치료비지원치매환자조호물품지원치매인식개선사업 등,033-450-5550,철원군보건소,2020-11-23,4300000,강원도 철원군
거제시 치매안심센터,치매안심센터,경상남도 거제시 거제중앙로 13길 25,"경상남도 거제시 고현동 159-11, 12",34.88218472,128.6236992,2018-12,959.22,,0,16,2,2,거제시보건소,반명국,055-639-6226,,치매환자 등록 및 관리/ 치매조기검진 / 치매예방교육 및 인식개선/ 치매가족교육 및 자조모임/쉼터프로그램운영,055-639-6200,경상남도 거제시 보건소,2022-02-09,5370000,경상남도 거제시
계룡시 치매센터,치매안심센터,충청남도 계룡시 장안로 54,충청남도 계룡시 금암동 10,36.2730058,127.250047,2018-01,165,,0,3,1,3,계룡시보건소,손병임,042-840-3681,,무료치매검사,,계룡시청,2020-10-01,5580000,충청남도 계룡시
울주치매안심센터,치매안심센터,울산광역시 울주군 웅촌면 은현작동로 49,울산광역시 울주군 웅촌면 검단리 1091-19,35.45690394,129.176837,2021-05,300.78,검진실(1)+상담실(2)+단기쉼터(1)+기억쉼터(1)+가족카페(1)+사무실(1)+교육실(1)+요리치료실(1)+강당(1)+운동치료실(1),1,11,2,작업치료사(1)+임상병리사(1),울주군보건소,문숙희,052-204-2771,,"치매조기검진 및 진단검사, 치매안심마을 운영, 치매공공후견사업, 치매 상담 및 등록,  단기쉼터 운영, 치매예방프로그램 운영, 치매인식개선홍보 등",052-204-2798,울산광역시 울주군보건소,2021-08-13,3730000,울산광역시 울주군
만안치매안심센터,치매안심센터,경기도 안양시 만안구 문예로 48 (6층),경기도 안양시 만안구 안양동 532-1,37.38589781,126.9329448,2019-04,406.8,"사무실,쉼터,프로그램실,검진실,가족카페등",1,7,1,"작업치료사(2), 기타(1)",만안구보건소,신정원,031-8045-3180,,"무료치매검사,쉼터운영, 치매극복의날 기념행사등",,안양시만안구보건소,2021-08-19,3830000,경기도 안양시
동안치매안심센터,치매안심센터,경기도 안양시 동안구 관악대로 375,경기도 안양시 동안구 관양동 1432-15,37.40478889,126.9645303,2019-11,891.25,"사무실,쉼터,프로그램실,검진실,가족카페등",1,9,1,"작업치료사(2), 기타(2)",동안구보건소,조병채,031-8045-6801,,"무료치매검사,쉼터운영, 치매극복의날 기념행사등",,안양시동안구보건소,2021-08-19,3830000,경기도 안양시
홍성군치매안심센터,치매안심센터,충청남도 홍성군 홍성읍 문화로 106,충청남도 홍성군 홍성읍 오관리 474-7,36.59664192,126.6630613,2021-11,498,"사무실,검진실,프로그램실,가족카페,쉼터",1,15,2,5,홍성군보건소,이종천,041-630-9076,,등록+조기검진+인지재활+강화프로그램,041-630-2588,홍성군치매안심센터,2021-07-31,4600000,충청남도 홍성군
과천시치매안심센터,치매안심센터,"경기도 과천시 관문로 69, 보건소 별관1층",경기도 과천시 중앙동 1-3 과천시 보건소 별관 1층,37.4302006662,126.9867942544,2020-07,283.8,"사무실(1),검진실(1),상담실(1)쉼터(1),가족카페(1),회의실(1),화장실(2)",1,3,1,"팀장1,작업치료사4",과천시치매안심센터,김향희,02-2150-3572,,"상담 및 등록관리,치매조기검진, 쉼터 운영, 치매예방관리사업, 치매가족지원, 치매지원관리(사례관리, 조호물품, 실종예방), 치매치료관리비지원, 공공 후견인사업, 치매인식개선 홍보",02-2150-3811,경기도 과천시보건소,2021-08-05,3970000,경기도 과천시
광산구치매안심센터,치매안심센터,광주광역시 광산구 용아로379번길 77(산정동) 치매안심센터 1층,광주광역시 광산구 산정동 1033,35.17615122,126.800243,2019-12,520.44,사무실+프로그램실+상담실,0,15,2,2,광주광역시 광산구 보건소,김옥현,062-960-6930,,"치매조기검진, 치매인지프로그램, 치매환자가족 자조모임, 치매인식개선 홍보 등 치매통합서비스 제공",062-960-6930,광주광역시 광산구 보건소,2021-07-09,3630000,광주광역시 광산구
서대문구치매안심센터,치매안심센터,서울특별시 서대문구 연희로 290,서울특별시 서대문구 홍은동 425-3,37.58292782,126.9364457,2019-12,417.37,"음악치료실, 미술치료실, 검진실",1,10,5,7,서대문구 치매지원센터,하정희,02-379-0183,2019-02-01,"힐링건강교실, 실버아카데미, 치매가족교육",02-330-1738,서대문구보건소,2021-08-01,3120000,서울특별시 서대문구
순천시치매안심센터,치매안심센터,전라남도 순천시 중앙로 232,전라남도 순천시 석현동 35-6,34.966691,127.4860721,2021-09,454.85,"1층(검진실2,다목적실,돌봄실,가족카페,비품실,진단실,기억PC방,청춘운동실)2층(사무실,기억친구실,가족교실,두뇌놀이터,문서고)",0,11,2,2,순천시 보건소,보건소장 조영익,061-749-8888,,"인지재활프로그램, 기억력 검사 등",061-749-3101,순천시 보건소,2021-07-21,4820000,전라남도 순천시
성주군치매안심센터,치매안심센터,경상북도 성주군 성주읍 성밖숲길12,경상북도 성주군 성주읍 경산리 436-1,35.917407,128.2785293,2018-09,333.4,보건소건강증진센터2층,0,2,7,9,성주군보건소,김명순,054-930-8191,,인지강화및치매환자교실 운영 등,054-930-8271,성주군보건소,2020-07-15,5210000,경상북도 성주군
함안군 치매안심센터,치매안심센터,경상남도 함안군 군북면 함마대로 768-3,경상남도 함안군 군북면 중암리 106,35.2639061,128.3428857,2018-05,515.13,사무실(1)쉼터(1)상담실(1)검진실(1)가족카페(1),1,10,1,2,경상남도 함안군,강경희,055-580-3202,,치매예방교육조기검진사업치매환자 등록관리치매치료관리비 지원인지재활프로그램치매환자가족교육,055-580-3202,함안군보건소,2020-07-07,5400000,경상남도 함안군
영월군 치매안심센터,치매안심센터,강원도 영월군 영월읍 하송로 46-43,,37.18544643,128.461674,2018-08,462,사무실+진료실+검진실+상담실+교육실+쉼터(프로그램실)+카페,1,5,2,작업치료사(2),영월군보건소,손영희,033-370-2556,,"인지재활프로그램, 가족교실운영(헤아림)",033-370-2556,영월군청,2020-01-01,4270000,강원도 영월군
구례군치매안심센터,치매안심센터,"전라남도 구례군 구례읍 동편제길 30, 보건의료원","전라남도 구례군 구례읍 백련리 576 ,구례군 보건의료원",35.2160728417,127.4617801019,2018-12,437,검진실(1)+진료실(1)+사무실(1)+가족카폐(1)+프로그램실(1)+가족교실(1),1,5,3,2,구례군보건의료원,김형진,061-780-2023,2018-12-07,"치매쉼터프로그램, 치매예방교실, 인지강화 교실",061-780-2006,구례군 보건의료원,2021-10-31,4870000,전라남도 구례군
옹진군치매안심센터,치매안심센터,인천광역시 옹진군 백령면 백령로 833번길 26-29,인천광역시 옹진군 백령면 북포리 522-6,37.95793845,124.6647433,2019-09,226.11,"프로그램실, 가족카페 등",0,1,1,2,옹진군보건소,이현승,032-899-3670,,"쉼터, 치매예방, 인지강화교실",032-899-3670,옹진군보건소,2021-11-04,3580000,인천광역시 옹진군
영암군치매안심센터,치매안심센터,전라남도 영암군 영암읍오리정길39,전라남도 영암군 영암읍 춘양리 525번지,34.79533941,126.7033414,2021-03,439.01,영암군보건소,0,9,2,2,치매안심센터,이국선,061-470-6030,,"치매환자 쉼터, 치매예방교실인지강화교실",061-470-6525,영암군보건소,2021-10-29,4940000,전라남도 영암군
예천군치매안심센터,치매안심센터,경상북도 예천군 예천읍 군청길 33,경상북도 예천군 예천읍 노상리 125-1,36.65769827,128.4529801,2020-12,350,사무실(2)+프로그램실(2)+검진실(1)+상담실(1),0,11,2,작업치료사(1),예천군보건소,윤귀희,054-650-8100,,"치매조기검진, 치매등록,치매환자쉼터, 인지강화교실, 치매예방교실, 치매예방교육, 치매서포터즈 및 치매극복선도단체 양성, 치매보듬마을 운영, 우리마을예쁜치매쉼터운영, 치매환자사례관리, 치매환자가족교실,자조모임운영,치매치료관리비지원, 조호물품제공, 배회인식표 및 지문인기 등록, 치매극복 전국걷기행사, 치매극복의날 기념 행사,치매관사업 DB자료 등록 및 분석",054-650-8100,경상북도 예천군 보건소,2021-11-02,5230000,경상북도 예천군
울산광역시 동구보건소 치매안심센터,치매안심센터,울산광역시 동구 봉수로 155,울산광역시 동구 화정동 222,35.505086,129.4164300357,2018-08,615.32,"진단실(2),쉼터,교육실,음악실,감성실,요리실",1,5,1,"작업치료사 3명, 물리치료사 1명, 임상병리사 1명",울산광역시 동구보건소,신수진,052-209-4060,,"쉼터 운영,인지강화 및 인지재활 프로그램,힐링프로그램,자조모임",052-209-4060,울산광역시 동구보건소,2021-11-01,3710000,울산광역시 동구
원주시치매안심센터,치매안심센터,강원도 원주시 지니기길 11-20,강원도 원주시 무실동 산140-1,37.32470828,127.924847,2021-01,295468,,0,14,0,10,원주시보건소(치매안심과),이미나,033-737-4541,,치매조기검사,033-737-4541,강원도 원주시청,2021-10-29,4190000,강원도 원주시
연수구치매안심센터,치매안심센터,인천광역시 연수구 예술로20번길 15,인천광역시 연수구 선학동 100-2,37.4357471,126.699593,2021-11,395,"사무실3, 교육상담실1, 검진실1, 프로그램실1, 카페1, 어르신사랑방1",0,16,1,"작업치료사2, 보건직1",연수구보건소,김*운,032-749-8966,,"무료치매검진, 등록관리, 교육홍보,인지개선프로그램, 가정방문(사례관리), 치매치료비 지원 등",032-749-8966,인천광역시 연수구보건소,2021-10-25,3520000,인천광역시 연수구
서구 치매안심센터,치매안심센터,광주광역시 서구 운천로172번길 32(쌍촌동),광주광역시 서구 쌍촌동 1003-3,35.1481692,126.8601743,1997-01,217,,0,11,1,3,광주광역시 서구 상무금호보건지소,변혁석,062-350-4759,,"치매조기검진, 치료관리비 지원, 실종예방 인식표 보급, 치매 인식 개선 홍보 캠페인 등",062-350-4759,광주광역시 서구 상무금호보건지소,2021-10-28,3600000,광주광역시 서구
영동군치매안심센터,치매안심센터,충청북도 영동군 영동읍 반곡동길 7,충청북도 영동군 영동읍 매천리 444-1,36.16849628,127.7759673,2018-12,488,"쉼터, 카페, 교육실, 프로그램실, 사무실, 상담실, 검진실",1,4,3,5,영동군보건소,오준용,043-740-5941,,치매예방교실  인지강화교실,043-740-5941,영동군보건소,2021-10-20,4440000,충청북도 영동군
경상북도 광역치매센터,광역치매센터,경상북도 경주시 동대로 87 동국대학교경주병원 5층,경상북도 경주시 석장동 1090-1,35.85850364,129.1928772,2013-12,267,"사무실 1,회의실 1,상담실 1, 교육실 2",1,3,3,작업치료사 3,동국대병원,곽경필,054-777-6400,,치매관리사업기획교육사업진단 및 조호인프라 구축연구 및 지역특화사업대국민인식개선사업,054-880-3804,경상북도,2021-10-27,6470000,경상북도
군위군치매안심센터,치매안심센터,경상북도 군위군 군위읍 군청로 70,경상북도 군위군 군위읍 동부리 676-3,36.2296599815,128.5699045819,2020-12,,,0,7,2,1,경북도립노인전문요양병원,염진호,054-851-6000,,"조기검진, 상담및등록, 조호물품제공, 치매환자쉼터 운영 등",,군위군청,2021-10-26,5140000,경상북도 군위군
당진시치매안심센터,치매안심센터,충청남도 당진시 서부로 56,충청남도 당진시 채운동 1004,36.88735969,126.6304725,2021-12,831,5,0,9,4,6,당진시보건소,이인숙,041-360-6075,,"치매조기검진, 사랑채, 쉼터, 권역별쉼터, 고대안심마을, 가족지원, 치매인식개선, 치매파트너",041-360-6075,당진시보건소,2021-10-26,5680000,충청남도 당진시
서초구치매안심센터,치매안심센터,"서울특별시 서초구 염곡말길 9, 4층(염곡동, 내곡느티나무쉼터)",서울특별시 서초구 염곡동 180-2,37.46182487,127.0506972,2008-09,801.12,사무실(1)+검진실(3)+교육상담실(1)+프로그램실(2)+쉼터기억키움학교(1)+교육실(1)+인지카페(1)+안심하우스(1)+준비실(1),1,8,6,작업치료사(6),가톨릭대학교서울성모병원,주수현,02-591-1833,2019-01-01,"무료치매검사, 고도화장비기반 치매검사, 인지건강프로그램, 치매환자 가족교육 및 지지프로그램, 안심하우스 및 기억키움학교 운영, 치매 홍보서포터즈 운영 등",02-2155-8081,서울특별시 서초구보건소,2021-10-22,3210000,서울특별시 서초구
제천시치매안심센터,치매안심센터,충청북도 제천시 의림대로 242,충청북도 제천시 청전동 110,37.1493417043,128.2160864969,2016-09,378,사무실(1)+교육실(1)+가족카페(1)+상담실(1)+검진실(3),1,9,2,"작업치료사(3), 임상심리사(1),치위생사(1)",제천시보건소,윤용권,043-641-3058,,"무료치매조기검진, 치매예방 및 인지재활 프로그램, 치매환자지원(치료비, 조호물품 등) 및 치매파트너 양성 등",,제천시보건소,2021-10-20,4400000,충청북도 제천시
부산진구치매안심센터,치매안심센터,부산광역시 부산진구 새싹로253,부산광역시 부산진구 초읍동 278-8,35.178777,129.0475494,2018-12,548.48,,0,12,7,2,부산진구청,서은숙,051-605-6107,,"치매조기검진, 치매대상자 등록관리, 치매치료관리비지원, 치매인식개선 및 홍보 등",051-605-6107,부산진구보건소,2021-10-14,3290000,부산광역시 부산진구
전라북도광역치매센터,광역치매센터,전라북도 전주시 덕진구 견훤로 393 2층,,35.846046,127.152587,2013-12,,,1,2,2,정신건강임상심리사(1)+작업치료사(3),마음사랑병원,정운진,063-247-6082,,"치매관리사업 계획 및 치매연구치매안심센터 및 노인복지시설 기술지원치매관련 종사인력에 대한 교육, 훈련 치매환자 및 가족에 대한 치매의 예방 교육 및 홍보 등",,전라북도청,2021-10-25,6450000,전라북도
곡성군치매안심센터,치매안심센터,전라남도 곡성군 곡성읍 곡성로854,전라남도 곡성군 곡성읍 읍내리 220,35.2788671618,127.2969045762,2019-09,342.72,해당없음,1,7,0,2,곡성군,임인동,061-360-8981,2019-09-10,"등록관리, 쉼터,예방 등",061-360-8980,곡성군,2021-10-18,4860000,전라남도 곡성군
장성군치매안심센터,치매안심센터,전라남도 장성군 장성읍 성산5길 17,전라남도 장성군 장성읍 성산리 178-2,35.3233003,126.808367,2020-01,495,사무실(1)+상담실(3)+프로그램실(1)+건강증진실(1) 등,0,5,4,작업치료사(1)+행정인력(1),장성군보건소,이명자,061-390-7160,,"무료치매진단 및 선별검사, 치매극복의 날 캠페인, 치매파트너즈 교육, 치매예방, 인지재활교실 운영, 치매치료관리비 지원, 치매환자 쉼터, 가족카페 등",,장성군보건소,2021-10-18,4980000,전라남도 장성군
보령시치매안심센터,치매안심센터,충청남도 보령시 대천로 119,충청남도 보령시 죽정동 703-1,36.35633335,126.6045349,2018-07,490.19,,0,12,2,4,충청남도 보령시,전경희,041-930-6871,,"건강체조, 공예, 웃음치료, 노래교실, 요리 등",041-930-6871,충청남도 보령시,2022-04-05,4510000,충청남도 보령시
기장군 치매안심센터,치매안심센터,부산광역시 기장군 정관읍 용수로 11,부산광역시 기장군 정관읍 용수리 1314-1,35.31331082,129.2442307,2020-01,431.67,,1,7,3,3,기장군보건소,최병무,051-709-2982,2020-01-01,"치매 선별검사, 치매환자 인지재활 프로그램, 치매환자가족교실, 자조모임, 치매 예방교육 등",051-709-2982,기장군보건소,2022-04-05,3400000,부산광역시 기장군
기장군 치매안심센터,치매안심센터,부산광역시 기장군 정관읍 용수로 11,부산광역시 기장군 정관읍 용수리 1314-1,35.31331082,129.2442307,2020-01,431.67,,1,7,3,3,기장군보건소,최병무,051-709-2982,2020-01-01,"치매 선별검사, 치매환자 인지재활 프로그램, 치매환자가족교실, 자조모임, 치매 예방교육 등",051-709-2982,기장군보건소,2022-04-05,3400000,부산광역시 기장군
보건소치매센타,치매안심센터,경상남도 남해군 남해읍 선소로 6,경상남도 남해군 남해읍 차산리 645-1,34.84474988,127.8987479,2018-04,404,보건소 치매예방팀,1,7,1,8,남해군 보건소,박철정,055-860-8793,,치매환자 쉼터 운영 및 치매조기검진,055-860-8693,남해군 보건소,2022-03-29,5430000,경상남도 남해군
남양주보건소 치매안심센터,치매안심센터,경기도 남양주시 와부읍 덕소로71번길 5,경기도 남양주시 와부읍 덕소리 458-3,37.58794943,127.211114,2022-03,1042,상담실(1)+검진실(3)+쉼터(1)+가족카페(1)+프로그램실(2)+센터장실(1)+사무실(2)+대회의실(1),1,10,2,작업치료사(4)+임상심리사(1),남양주보건소 치매안심센터,정태식,031-590-8700,,"치매조기검진,치매환자쉼터,치매가족지원,치매예방관리,치매인식개선",031-590-4052,경기도 남양주시청,2022-03-01,3990000,경기도 남양주시
남양주풍양보건소 치매안심센터,치매안심센터,경기도 남양주시 진접읍 금강로 1509-26,경기도 남양주시 진접읍 장현리 68-39,37.726331,127.189819,2022-08,541,"검진실(1)+상담실(3)+가족까페(1)+프로그램실(1)+기타(3, 백세건강실, 누림실, 채움실)",1,3,0,작업치료사(0),남양주풍양보건소,신현주,031-590-4771,,"치매조기검진,치매환자쉼터,치매가족지원,치매예방관리,치매인식개선",031-590-8381,경기도 남양주시청,2022-03-01,3990000,경기도 남양주시
강진군치매안심센터,치매안심센터,전라남도 강진군 강진읍 목리길 11,,34.63833623,126.7757100266,2017-11,399,사무실(1)+가족카페(1)+교육실(1)+쉼터(1)+검진실(1)+프로그램실(1),1,3,2,1,강진군보건소,강진군보건소장,061-430-5950,,두뇌튼튼 기억튼튼 쉼터교실,061-430-5950,강진군보건소,2022-03-25,4920000,전라남도 강진군
화순군치매안심센터,치매안심센터,전라남도 화순군 화순읍 충의로 40,전라남도 화순군 화순읍 삼천리 701,35.055391,126.982021,2020-03,661.24,사무실(1)+상담실(2)+프로그램실(1)+쉼터(1),1,7,2,1(작업치료사),화순군보건소,보건소장(김인아),061-379-5317,,"치매선별검사, 치매예방프로그램, 치매인지재활프로그램, 치매가족 지원, 치매치료관리비 지원 등",061-379-5315,화순군보건소,2020-12-18,4900000,전라남도 화순군
안성시 치매안심센터,치매안심센터,경기도 안성시 강변로 74번길 18,경기도 안성시 도기동 67-21,37.0001476,127.2698156,2018-12,792.07,"사무실(1), 상담교육실(1), 치매쉼터(4), 가족카페(4), 프로그램실(2)",0,7,5,9,안성시 보건소,박창양,031-678-3003,,"치매조기검진 및 환자등록, 맞춤형 사례관리, 치매쉼터 운영, 치매예방교실, 가족교육, 치매치료관리비지원, 실종예방 지문인식 및 배회인식표발급,  등",031-678-3002,경기도 안성시,2021-03-15,4080000,경기도 안성시
제주시제주보건소 치매안심센터,치매안심센터,제주특별자치도 제주시 연삼로 264,제주특별자치도 제주시 도남동 567-1,33.49159994,126.520239,2018-08,643.65,사무실(1). 검사실(3). 쉼터(1). 프로그램실(1). 로비(1). 카페(1). 창고(1),0,7,1,작업치료사 3,제주시제주보건소,이민철,064-728-8490,,치매상담 및 등록관리. 치매조기검진. 치매예방 및 인지강화교실. 경증치매쉼터운영. 치매가족지원. 인식개선 및 교육홍보사업.안심마을 운영 등,064-728-4010,제주시제주보건소,2021-08-11,6510000,제주특별자치도 제주시
경상북도 안동시 치매안심센터,치매안심센터,경상북도 안동시 보현로12,경상북도 안동시 용상동 1517-263,36.55003666,128.7588531,2021-02,999.28,사무실(2)+검진실(1)+교육실(1)+회의실(1)+카페(1),0,27,2,물리치료사(1)+임상심리상담사(1)+작업치료사(1)+행정(4),안동시치매안심센터,황외현,054-840-5779,,"치매검진, 치매상담, 치매쉼터, 인지강화교실, 치매예방교실, 조호물품지원, 치매가족지원",054-855-5986,안동시보건소,2021-09-01,5070000,경상북도 안동시
부산광역시광역치매센터,광역치매센터,부산광역시 서구 대신공원로26,부산광역시 서구 동대신동3가 38-2,35.11954591,129.0180242,2020-05,649.81,야외 정원 세미나실,1,2,2,4,동아대학교병원,안희배,051-240-2560,2020-01-01,"치매예방, 두드림 복합운동교실, 치매예방 두드림 인지교실 및 가상현실(VR) 인지프로그램",051-888-3345,부산시 건강정책과,2021-08-31,6260000,부산광역시
강동구치매안심센터,치매안심센터,서울특별시 강동구 성내로 45,서울특별시 강동구 성내동 541-2,37.52954199,127.1255855,2021-09,682,,1,9,6,작업치료사(4),강동성심병원,송홍기,02-489-1130,2019-01-01,"치매예방및인식개선,치매조기검진,치매및고위험인지재활프로그램(인지건강센터),경증치매노인기억키움학교프로그램,치매치료비지원,치매지역자원강화 등",02-3425-6773,강동구보건소,2021-08-30,3240000,서울특별시 강동구
무안군치매안심센터,치매안심센터,전라남도 무안군 무안읍 불무로 38-9,전라남도 무안군 무안읍 교촌리 127-10,34.98830097,126.4735172,2021-07,431.94,사무실(1)+상담실(1)+검진실(2)+프로그램실(2)+가족카페(1),1,8,3,임상심리사(1)+작업치료사(2),무안군보건소,정수연,061-450-5075,,"치매조기검진, 치매상담 및 등록관리, 치매예방교육, 인지강화교실, 쉼터, 가족교실, 자조모임, 치매인식개선교육",061-450-5014,무안군보건소,2021-08-25,4950000,전라남도 무안군
울산광역시 북구치매안심센터,치매안심센터,울산광역시 북구 산업로 1018,울산광역시 북구 연암동 1082,35.58356886,129.3607274,2020-09,324,"사무실, 환자쉼터, 가족카페, 검진실, 교육실, 프로그램실 등",2,11,1,4,울산광역시 북구보건소,손정미,052-241-8138,,"치매조기검진 및 치매환자 등록관리, 교육지원",052-289-3450,울산광역시 북구보건소,2021-09-30,6310000,울산광역시
영등포구치매안심센터,치매안심센터,서울특별시 영등포구 당산로 29길 9,서울특별시 영등포구 당산동3가 407,37.525994,126.893979,2009-12,775.83,검사실(4)+진료실(1)+프로그램실(5)+쉼터(2)+카페(1)+사무실(1)+화장실 각층(3),1,4,5,작업치료사(7)+음악치료사(1)+운동처방사(1)+행정요원(1),가톨릭대학교 여의도성모병원,나혜란,02-831-0855,2018-12-01,"치매예방 및 인식개선(교육, 홍보)치매조기검진(선별검진, 정밀검진)치매예방등록사업(상담 및 사례관리, 환자 및 가족 지원, 인지건강 프로그램 운영)치매치료비 및 원인확진검사비 지원(저소득 치매환자)치매지역사회 지원강화(지역사회 인적, 물적 자원 연계)치매통합관리 정보시스템 구축 운영",02-2670-4752,영등포구 보건소(건강증진과),2021-09-27,3180000,서울특별시 영등포구
포항시남구치매안심센터,치매안심센터,경상북도 포항시 남구 오천읍 남원로 43,경상북도 포항시 남구 오천읍 원리 896,35.9704125023,129.4051469638,2019-12,987.52,"인지검사실,치매가족카페,사무실,프로그램실,상담실",2,11,6,6,포항시남구보건소,고원수,054-270-4260,,"치매조기검진, 상담 및 등록, 치매예방 및 치매환지쉼터 프로그램 운영, 치매지원서비스(치매치료관리비, 조호물품 제공, 맞춤형사례관리), 실종노인의 발생예방 및 찾기 사업, 치매가족 및 보호자 지원 사업, 치매인식개선 사업 등",054-270-4004,포항시남구보건소,2021-06-09,5020000,경상북도 포항시
포항시북구치매안심센터,치매안심센터,경상북도 포항시 북구 삼흥로 96(장성동),경상북도 포항시 북구 장성동 1363-3,36.0707218217,129.3797118808,2019-12,1256.95,"인지검사실,치매가족카페,사무실,프로그램실,상담실",2,13,6,9,포항시북구보건소,박혜경,054-270-4171,,"치매조기검진, 상담 및 등록, 치매예방 및 치매환지쉼터 프로그램 운영, 치매지원서비스(치매치료관리비, 조호물품 제공, 맞춤형사례관리), 실종노인의 발생예방 및 찾기 사업, 치매가족 및 보호자 지원 사업, 치매인식개선 사업 등",054-270-4114,포항시북구보건소,2021-06-09,5020000,경상북도 포항시
남원시 치매안심센터,치매안심센터,전라북도 남원시 요천로 1285,전라북도 남원시 조산동 455,35.39783844,127.3639897,2018-11,469.08,"지상 2층,상담실(1)+검사실(1)+진단평가실(1)+쉼터(1)+사무실(1)",0,5,1,행정(6)+임상심리사(1)+작업치료사(5),남원시보건소,한용재,063-620-5530,,"치매조기검진, 맞춤형 사례관리, 치매치료관리비·조호물품 지원,치매환자 가족지원사업, 치매 극복의 날 기념행사, 치매 홍보서포터즈 운영 등",063-620-5530,남원시청,2021-09-07,4700000,전라북도 남원시
강북구치매지원센터,치매안심센터,서울특별시 강북구 삼양로19길 154 삼각산분소 2층,서울특별시 강북구 미아동 1353-8,37.61704648,127.0156528,2009-08,1604,"사무실,프로그램실,검진실,강당,주차장 등",1,7,3,3,강북구치매지원센터,박건우,02-991-9830,2009-07-28,"조기검진, 쉼터, 가족지원, 인식개선 등치매검진, 치매치료비, 조호물품, 배회인식표, 가족모임, 인지건강센터, 기억친구 등",02-901-7755,강북구보건소 지역보건과,2021-08-31,3080000,서울특별시 강북구
강북구치매지원센터,치매안심센터,"서울특별시 강북구 삼양로476 스마트빌딩 1층, 치매안심센터 기억키움쉼터","서울특별시 강북구 수유동 322-14, 치매안심센터 기억키움쉼터",37.64580812,127.015664,2019-03,85.24,"사무실,프로그램실,검진실",0,1,0,3,강북구치매지원센터,박건우,02-990-9830,2009-07-28,"경도치매군 인지재활 프로그램, 조기검진, 조호물품, 사례관리, 봉사단체운영및지역자원연계 등",02-901-7755,강북구보건소 지역보건과,2021-08-31,3080000,서울특별시 강북구
제주동부치매안심센터,치매안심센터,제주특별자치도 제주시 구좌읍 김녕로14길 6,제주특별자치도 제주시 구좌읍 김녕리 1697-1,33.5543823,126.7513422,2018-06,369.98,사무실(1).검진실(3).쉼터(1).교육실(3).물품창고(1).다목적실(1).카페(1).창고(1),0,6,1,,제주시 동부보건소,유창수,064-728-7551,,치매조기검진 및 예방사업.등록관리사업.치매가족지원사업.인식개선 및 교육홍보사업. 치매안심마을 운영.실종노인 예방.치매공공후견사업등,064-728-4211,제주시 동부보건소,2021-08-11,6510000,제주특별자치도 제주시
제주시서부치매안심센터,치매안심센터,제주특별자치도 제주시 한림읍 강구로 5,제주특별자치도 제주시 한림읍 한림리 966-1,33.41208361,126.2695292,2018-06,371,검진실(1).상담실(2).프로그램실(1).쉼터(1).가족카페(1). 사무실(1). 창고(1),0,3,2,작업치료사(1),제주시 서부보건소,김계홍,064-728-8661,,"치매조기검진 지원, 치매환자 및 가족 상담, 인지재활프로그램 등",064-728-4111,제주시서부보건소,2021-08-11,6510000,제주특별자치도 제주시
부산광역시 강서구 치매안심센터,치매안심센터,부산광역시 강서구 낙동북로102번길 76,부산광역시 강서구 강동동 60-3,35.21620512,128.9376702,2018-11,,,2,8,5,1,부산광역시 강서구 보건소,천동환,051-970-2610,,"치매상담 및 등록,치매조기검진사업,치매예방교실,치매환자쉼터,치매가족교실,치매치료비지원,치매환자조호물품지원,치매인식개선사업 등",,부산광역시 강서구 보건소,2021-10-18,3360000,부산광역시 강서구
